disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
hepatitis b, fatigue, lethargy, yellowish_skin, dark_urine
hepatitis b,itching, lethargy, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
hepatitis c, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
hepatitis c, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
hepatitis c, fatigue, yellowish_skin, nausea, yellowing_of_eyes
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, vomiting, fatigue, yellowish_skin, dark_urine
hepatitis d, joint_pain, fatigue, yellowish_skin, dark_urine
hepatitis d, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis d, joint_pain, vomiting, fatigue, dark_urine
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, vomiting, fatigue, high_fever, yellowish_skin
hepatitis e, joint_pain, fatigue, high_fever, yellowish_skin
hepatitis e, joint_pain, vomiting, high_fever, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, joint_pain, vomiting, fatigue, high_fever
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, vomiting, fatigue, weight_loss, cough
tuberculosis, chills, fatigue, weight_loss, cough
tuberculosis, chills, vomiting, weight_loss, cough
tuberculosis, chills, vomiting, fatigue, cough
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, chills, vomiting, fatigue, weight_loss
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
common cold, continuous_sneezing, chills, fatigue, cough
common cold, chills, fatigue, cough, high_fever
common cold, continuous_sneezing, fatigue, cough, high_fever
common cold, continuous_sneezing, chills, cough, high_fever
common cold, continuous_sneezing, chills, fatigue, high_fever
common cold, continuous_sneezing, chills, fatigue, cough
common cold, continuous_sneezing, chills, fatigue, cough
common cold, continuous_sneezing, chills, fatigue, cough
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
pneumonia, chills, fatigue, cough, high_fever
pneumonia, chills, fatigue, cough, high_fever
pneumonia, fatigue, cough, high_fever, breathlessness
pneumonia, chills, cough, high_fever, breathlessness
pneumonia, chills, fatigue, high_fever, breathlessness
pneumonia, chills, fatigue, cough, breathlessness
pneumonia, chills, fatigue, cough, high_fever
pneumonia, chills, fatigue, cough, high_fever
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
heart attack, vomiting, breathlessness, sweating, chest_pain
heart attack, breathlessness, sweating, chest_pain,
heart attack, vomiting, sweating, chest_pain,
heart attack, vomiting, breathlessness, chest_pain,
heart attack, vomiting, breathlessness, sweating,
heart attack, vomiting, breathlessness, sweating, chest_pain
heart attack, breathlessness, sweating, chest_pain,
heart attack, vomiting, sweating, chest_pain,
heart attack, vomiting, breathlessness, chest_pain,
varicose veins, fatigue, cramps, bruising, obesity
varicose veins, fatigue, cramps, bruising, obesity
varicose veins, cramps, bruising, obesity, swollen_legs
varicose veins, fatigue, bruising, obesity, swollen_legs
varicose veins, fatigue, cramps, obesity, swollen_legs
varicose veins, fatigue, cramps, bruising, swollen_legs
varicose veins, fatigue, cramps, bruising, obesity
varicose veins, fatigue, cramps, bruising, obesity
varicose veins, fatigue, cramps, bruising, obesity
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
hyperthyroidism, fatigue, weight_loss, restlessness, sweating
hyperthyroidism, fatigue, mood_swings, restlessness, sweating
hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
hypoglycemia, vomiting, fatigue, anxiety, sweating
hypoglycemia, vomiting, fatigue, anxiety, sweating
hypoglycemia, fatigue, anxiety, sweating, headache
hypoglycemia, vomiting, anxiety, sweating, headache
hypoglycemia, vomiting, fatigue, sweating, headache
hypoglycemia, vomiting, fatigue, anxiety, headache
hypoglycemia, vomiting, fatigue, anxiety, sweating
hypoglycemia, vomiting, fatigue, anxiety, sweating
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) paroymsal positional vertigo, headache, nausea, spinning_movements, loss_of_balance
(vertigo) paroymsal positional vertigo, vomiting, nausea, spinning_movements, loss_of_balance
(vertigo) paroymsal positional vertigo, vomiting, headache, spinning_movements, loss_of_balance
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, loss_of_balance
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, loss_of_balance
acne, skin_rash, pus_filled_pimples, blackheads, scurring
acne, skin_rash, pus_filled_pimples, blackheads, scurring
acne, pus_filled_pimples, blackheads, scurring,
acne, skin_rash, blackheads, scurring,
acne, skin_rash, pus_filled_pimples, scurring,
acne, skin_rash, pus_filled_pimples, blackheads,
acne, skin_rash, pus_filled_pimples, blackheads, scurring
acne, skin_rash, pus_filled_pimples, blackheads,
acne, skin_rash, pus_filled_pimples, scurring,
acne, skin_rash, blackheads, scurring,
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
